,dteday,yr,mnth,hr,weekday,season,weathersit,cnt,registered,casual
15522,2012-10-13,2012,October,23,Saturday,,Clear,125,98,27
15523,2012-10-14,2012,October,0,Sunday,,Clear,111,103,8
15524,2012-10-14,2012,October,1,Sunday,,Clear,112,96,16
15525,2012-10-14,2012,October,2,Sunday,,Clear,66,58,8
15526,2012-10-14,2012,October,3,Sunday,,Clear,28,25,3
15527,2012-10-14,2012,October,4,Sunday,,Clear,12,10,2
15528,2012-10-14,2012,October,5,Sunday,,Clear,11,6,5
15529,2012-10-14,2012,October,6,Sunday,,Clear,24,20,4
15530,2012-10-14,2012,October,7,Sunday,,Clear,51,44,7
15531,2012-10-14,2012,October,8,Sunday,,Clear,132,104,28
15532,2012-10-14,2012,October,9,Sunday,,Cloudy,223,161,62
15533,2012-10-14,2012,October,10,Sunday,,Clear,428,278,150
15534,2012-10-14,2012,October,11,Sunday,,Clear,494,338,156
15535,2012-10-14,2012,October,12,Sunday,,Clear,562,362,200
15536,2012-10-14,2012,October,13,Sunday,,Clear,619,401,218
15537,2012-10-14,2012,October,14,Sunday,,Clear,617,368,249
15538,2012-10-14,2012,October,15,Sunday,,Clear,568,355,213
15539,2012-10-14,2012,October,16,Sunday,,Clear,581,378,203
15540,2012-10-14,2012,October,17,Sunday,,Clear,539,346,193
15541,2012-10-14,2012,October,18,Sunday,,Clear,453,319,134
15542,2012-10-14,2012,October,19,Sunday,,Clear,336,268,68
15543,2012-10-14,2012,October,20,Sunday,,Clear,246,198,48
15544,2012-10-14,2012,October,21,Sunday,,Clear,196,156,40
15545,2012-10-14,2012,October,22,Sunday,,Clear,125,87,38
15546,2012-10-14,2012,October,23,Sunday,,Cloudy,105,78,27
15547,2012-10-15,2012,October,0,Monday,,Cloudy,48,31,17
15548,2012-10-15,2012,October,1,Monday,,Cloudy,29,24,5
15549,2012-10-15,2012,October,2,Monday,,Cloudy,6,5,1
15550,2012-10-15,2012,October,3,Monday,,Cloudy,4,2,2
15551,2012-10-15,2012,October,4,Monday,,Cloudy,10,9,1
15552,2012-10-15,2012,October,5,Monday,,Cloudy,40,38,2
15553,2012-10-15,2012,October,6,Monday,,Cloudy,147,141,6
15554,2012-10-15,2012,October,7,Monday,,Cloudy,476,461,15
15555,2012-10-15,2012,October,8,Monday,,Cloudy,737,713,24
15556,2012-10-15,2012,October,9,Monday,,Light Snow/Rain,359,328,31
15557,2012-10-15,2012,October,10,Monday,,Cloudy,168,125,43
15558,2012-10-15,2012,October,11,Monday,,Cloudy,263,175,88
15559,2012-10-15,2012,October,12,Monday,,Light Snow/Rain,284,211,73
15560,2012-10-15,2012,October,13,Monday,,Cloudy,146,109,37
15561,2012-10-15,2012,October,14,Monday,,Cloudy,185,128,57
15562,2012-10-15,2012,October,15,Monday,,Clear,260,190,70
15563,2012-10-15,2012,October,16,Monday,,Clear,447,371,76
15564,2012-10-15,2012,October,17,Monday,,Clear,766,670,96
15565,2012-10-15,2012,October,18,Monday,,Light Snow/Rain,592,540,52
15566,2012-10-15,2012,October,19,Monday,,Light Snow/Rain,239,227,12
15567,2012-10-15,2012,October,20,Monday,,Cloudy,256,237,19
15568,2012-10-15,2012,October,21,Monday,,Clear,206,190,16
15569,2012-10-15,2012,October,22,Monday,,Clear,126,118,8
15570,2012-10-15,2012,October,23,Monday,,Clear,81,72,9
15571,2012-10-16,2012,October,0,Tuesday,,Clear,48,45,3
15572,2012-10-16,2012,October,1,Tuesday,,Clear,13,9,4
15573,2012-10-16,2012,October,2,Tuesday,,Clear,3,1,2
15574,2012-10-16,2012,October,3,Tuesday,,Clear,2,2,0
15575,2012-10-16,2012,October,4,Tuesday,,Clear,7,7,0
15576,2012-10-16,2012,October,5,Tuesday,,Clear,52,47,5
15577,2012-10-16,2012,October,6,Tuesday,,Clear,172,168,4
15578,2012-10-16,2012,October,7,Tuesday,,Clear,525,505,20
15579,2012-10-16,2012,October,8,Tuesday,,Clear,835,800,35
15580,2012-10-16,2012,October,9,Tuesday,,Clear,355,323,32
15581,2012-10-16,2012,October,10,Tuesday,,Clear,222,157,65
15582,2012-10-16,2012,October,11,Tuesday,,Clear,228,172,56
15583,2012-10-16,2012,October,12,Tuesday,,Cloudy,325,256,69
15584,2012-10-16,2012,October,13,Tuesday,,Clear,328,260,68
15585,2012-10-16,2012,October,14,Tuesday,,Clear,308,214,94
15586,2012-10-16,2012,October,15,Tuesday,,Clear,346,270,76
15587,2012-10-16,2012,October,16,Tuesday,,Clear,446,367,79
15588,2012-10-16,2012,October,17,Tuesday,,Clear,943,839,104
15589,2012-10-16,2012,October,18,Tuesday,,Clear,838,767,71
15590,2012-10-16,2012,October,19,Tuesday,,Clear,531,491,40
15591,2012-10-16,2012,October,20,Tuesday,,Clear,432,397,35
15592,2012-10-16,2012,October,21,Tuesday,,Clear,195,176,19
15593,2012-10-16,2012,October,22,Tuesday,,Clear,181,163,18
15594,2012-10-16,2012,October,23,Tuesday,,Clear,199,176,23
15595,2012-10-17,2012,October,0,Wednesday,,Clear,49,48,1
15596,2012-10-17,2012,October,1,Wednesday,,Clear,17,14,3
15597,2012-10-17,2012,October,2,Wednesday,,Clear,16,12,4
15598,2012-10-17,2012,October,3,Wednesday,,Clear,7,7,0
15599,2012-10-17,2012,October,4,Wednesday,,Clear,4,4,0
15600,2012-10-17,2012,October,5,Wednesday,,Cloudy,41,39,2
15601,2012-10-17,2012,October,6,Wednesday,,Clear,178,171,7
15602,2012-10-17,2012,October,7,Wednesday,,Clear,464,449,15
15603,2012-10-17,2012,October,8,Wednesday,,Cloudy,817,779,38
15604,2012-10-17,2012,October,9,Wednesday,,Cloudy,382,344,38
15605,2012-10-17,2012,October,10,Wednesday,,Cloudy,228,168,60
15606,2012-10-17,2012,October,11,Wednesday,,Cloudy,234,156,78
15607,2012-10-17,2012,October,12,Wednesday,,Cloudy,332,261,71
15608,2012-10-17,2012,October,13,Wednesday,,Cloudy,310,237,73
15609,2012-10-17,2012,October,14,Wednesday,,Cloudy,270,188,82
15610,2012-10-17,2012,October,15,Wednesday,,Cloudy,301,239,62
15611,2012-10-17,2012,October,16,Wednesday,,Clear,466,396,70
15612,2012-10-17,2012,October,17,Wednesday,,Clear,888,766,122
15613,2012-10-17,2012,October,18,Wednesday,,Clear,884,794,90
15614,2012-10-17,2012,October,19,Wednesday,,Clear,516,467,49
15615,2012-10-17,2012,October,20,Wednesday,,Clear,414,360,54
15616,2012-10-17,2012,October,21,Wednesday,,Clear,329,301,28
15617,2012-10-17,2012,October,22,Wednesday,,Clear,215,198,17
15618,2012-10-17,2012,October,23,Wednesday,,Clear,99,84,15
15619,2012-10-18,2012,October,0,Thursday,,Clear,57,53,4
15620,2012-10-18,2012,October,1,Thursday,,Clear,14,14,0
15621,2012-10-18,2012,October,2,Thursday,,Clear,14,13,1
15622,2012-10-18,2012,October,3,Thursday,,Clear,5,5,0
15623,2012-10-18,2012,October,4,Thursday,,Clear,5,5,0
15624,2012-10-18,2012,October,5,Thursday,,Clear,42,41,1
15625,2012-10-18,2012,October,6,Thursday,,Clear,153,150,3
15626,2012-10-18,2012,October,7,Thursday,,Clear,508,488,20
15627,2012-10-18,2012,October,8,Thursday,,Clear,834,803,31
15628,2012-10-18,2012,October,9,Thursday,,Cloudy,387,346,41
15629,2012-10-18,2012,October,10,Thursday,,Cloudy,218,158,60
15630,2012-10-18,2012,October,11,Thursday,,Cloudy,268,189,79
15631,2012-10-18,2012,October,12,Thursday,,Cloudy,377,284,93
15632,2012-10-18,2012,October,13,Thursday,,Clear,332,236,96
15633,2012-10-18,2012,October,14,Thursday,,Cloudy,285,191,94
15634,2012-10-18,2012,October,15,Thursday,,Cloudy,353,284,69
15635,2012-10-18,2012,October,16,Thursday,,Clear,450,356,94
15636,2012-10-18,2012,October,17,Thursday,,Cloudy,890,788,102
15637,2012-10-18,2012,October,18,Thursday,,Cloudy,788,720,68
15638,2012-10-18,2012,October,19,Thursday,,Cloudy,513,471,42
15639,2012-10-18,2012,October,20,Thursday,,Cloudy,387,348,39
15640,2012-10-18,2012,October,21,Thursday,,Cloudy,283,245,38
15641,2012-10-18,2012,October,22,Thursday,,Cloudy,229,202,27
15642,2012-10-18,2012,October,23,Thursday,,Cloudy,117,111,6
15643,2012-10-19,2012,October,0,Friday,,Cloudy,56,51,5
15644,2012-10-19,2012,October,1,Friday,,Light Snow/Rain,16,12,4
15645,2012-10-19,2012,October,2,Friday,,Cloudy,10,9,1
15646,2012-10-19,2012,October,3,Friday,,Cloudy,5,5,0
15647,2012-10-19,2012,October,4,Friday,,Cloudy,6,5,1
15648,2012-10-19,2012,October,5,Friday,,Cloudy,36,35,1
15649,2012-10-19,2012,October,6,Friday,,Light Snow/Rain,131,126,5
15650,2012-10-19,2012,October,7,Friday,,Light Snow/Rain,154,149,5
15651,2012-10-19,2012,October,8,Friday,,Cloudy,467,447,20
15652,2012-10-19,2012,October,9,Friday,,Cloudy,389,363,26
15653,2012-10-19,2012,October,10,Friday,,Cloudy,224,198,26
15654,2012-10-19,2012,October,11,Friday,,Clear,252,211,41
15655,2012-10-19,2012,October,12,Friday,,Clear,332,258,74
15656,2012-10-19,2012,October,13,Friday,,Clear,375,288,87
15657,2012-10-19,2012,October,14,Friday,,Clear,365,277,88
15658,2012-10-19,2012,October,15,Friday,,Clear,395,302,93
15659,2012-10-19,2012,October,16,Friday,,Light Snow/Rain,565,434,131
15660,2012-10-19,2012,October,17,Friday,,Light Snow/Rain,425,377,48
15661,2012-10-19,2012,October,18,Friday,,Clear,233,212,21
15662,2012-10-19,2012,October,19,Friday,,Clear,232,213,19
15663,2012-10-19,2012,October,20,Friday,,Clear,229,216,13
15664,2012-10-19,2012,October,21,Friday,,Clear,206,189,17
15665,2012-10-19,2012,October,22,Friday,,Clear,190,176,14
15666,2012-10-19,2012,October,23,Friday,,Clear,131,118,13
15667,2012-10-20,2012,October,0,Saturday,,Clear,123,110,13
15668,2012-10-20,2012,October,1,Saturday,,Clear,95,93,2
15669,2012-10-20,2012,October,2,Saturday,,Clear,78,69,9
15670,2012-10-20,2012,October,3,Saturday,,Clear,29,27,2
15671,2012-10-20,2012,October,4,Saturday,,Clear,18,9,9
15672,2012-10-20,2012,October,5,Saturday,,Clear,13,7,6
15673,2012-10-20,2012,October,6,Saturday,,Clear,31,26,5
15674,2012-10-20,2012,October,7,Saturday,,Clear,65,59,6
15675,2012-10-20,2012,October,8,Saturday,,Clear,193,164,29
15676,2012-10-20,2012,October,9,Saturday,,Clear,363,257,106
15677,2012-10-20,2012,October,10,Saturday,,Clear,423,312,111
15678,2012-10-20,2012,October,11,Saturday,,Clear,612,408,204
15679,2012-10-20,2012,October,12,Saturday,,Clear,703,436,267
15680,2012-10-20,2012,October,13,Saturday,,Clear,714,441,273
15681,2012-10-20,2012,October,14,Saturday,,Clear,711,376,335
15682,2012-10-20,2012,October,15,Saturday,,Clear,711,403,308
15683,2012-10-20,2012,October,16,Saturday,,Clear,691,366,325
15684,2012-10-20,2012,October,17,Saturday,,Clear,731,384,347
15685,2012-10-20,2012,October,18,Saturday,,Clear,521,356,165
15686,2012-10-20,2012,October,19,Saturday,,Clear,345,268,77
15687,2012-10-20,2012,October,20,Saturday,,Clear,259,198,61
15688,2012-10-20,2012,October,21,Saturday,,Clear,296,224,72
15689,2012-10-20,2012,October,22,Saturday,,Clear,202,155,47
15690,2012-10-20,2012,October,23,Saturday,,Clear,163,136,27
15691,2012-10-21,2012,October,0,Sunday,,Clear,154,119,35
15692,2012-10-21,2012,October,1,Sunday,,Clear,117,97,20
15693,2012-10-21,2012,October,2,Sunday,,Clear,132,88,44
15694,2012-10-21,2012,October,3,Sunday,,Clear,41,29,12
15695,2012-10-21,2012,October,4,Sunday,,Clear,21,13,8
15696,2012-10-21,2012,October,5,Sunday,,Clear,10,4,6
15697,2012-10-21,2012,October,6,Sunday,,Clear,26,18,8
15698,2012-10-21,2012,October,7,Sunday,,Clear,56,43,13
15699,2012-10-21,2012,October,8,Sunday,,Clear,143,104,39
15700,2012-10-21,2012,October,9,Sunday,,Clear,269,192,77
15701,2012-10-21,2012,October,10,Sunday,,Clear,443,276,167
15702,2012-10-21,2012,October,11,Sunday,,Clear,547,356,191
15703,2012-10-21,2012,October,12,Sunday,,Clear,675,439,236
15704,2012-10-21,2012,October,13,Sunday,,Clear,626,383,243
15705,2012-10-21,2012,October,14,Sunday,,Clear,640,405,235
15706,2012-10-21,2012,October,15,Sunday,,Clear,623,383,240
15707,2012-10-21,2012,October,16,Sunday,,Clear,591,409,182
15708,2012-10-21,2012,October,17,Sunday,,Clear,491,338,153
15709,2012-10-21,2012,October,18,Sunday,,Clear,413,342,71
15710,2012-10-21,2012,October,19,Sunday,,Clear,266,216,50
15711,2012-10-21,2012,October,20,Sunday,,Clear,195,160,35
15712,2012-10-21,2012,October,21,Sunday,,Clear,166,124,42
15713,2012-10-21,2012,October,22,Sunday,,Clear,113,95,18
15714,2012-10-21,2012,October,23,Sunday,,Clear,66,59,7
15715,2012-10-22,2012,October,0,Monday,,Clear,31,28,3
15716,2012-10-22,2012,October,1,Monday,,Clear,11,11,0
15717,2012-10-22,2012,October,2,Monday,,Clear,5,4,1
15718,2012-10-22,2012,October,3,Monday,,Clear,6,5,1
15719,2012-10-22,2012,October,4,Monday,,Clear,7,6,1
15720,2012-10-22,2012,October,5,Monday,,Clear,46,44,2
15721,2012-10-22,2012,October,6,Monday,,Clear,144,140,4
15722,2012-10-22,2012,October,7,Monday,,Clear,452,437,15
15723,2012-10-22,2012,October,8,Monday,,Clear,728,696,32
15724,2012-10-22,2012,October,9,Monday,,Clear,360,335,25
15725,2012-10-22,2012,October,10,Monday,,Clear,212,161,51
15726,2012-10-22,2012,October,11,Monday,,Clear,211,148,63
15727,2012-10-22,2012,October,12,Monday,,Clear,283,231,52
15728,2012-10-22,2012,October,13,Monday,,Clear,315,227,88
15729,2012-10-22,2012,October,14,Monday,,Clear,282,209,73
15730,2012-10-22,2012,October,15,Monday,,Clear,296,222,74
15731,2012-10-22,2012,October,16,Monday,,Clear,524,444,80
15732,2012-10-22,2012,October,17,Monday,,Clear,922,838,84
15733,2012-10-22,2012,October,18,Monday,,Clear,786,726,60
15734,2012-10-22,2012,October,19,Monday,,Clear,514,478,36
15735,2012-10-22,2012,October,20,Monday,,Clear,403,382,21
15736,2012-10-22,2012,October,21,Monday,,Clear,174,155,19
15737,2012-10-22,2012,October,22,Monday,,Clear,183,158,25
15738,2012-10-22,2012,October,23,Monday,,Clear,163,143,20
15739,2012-10-23,2012,October,0,Tuesday,,Clear,37,32,5
15740,2012-10-23,2012,October,1,Tuesday,,Clear,17,16,1
15741,2012-10-23,2012,October,2,Tuesday,,Clear,7,6,1
15742,2012-10-23,2012,October,3,Tuesday,,Clear,1,1,0
15743,2012-10-23,2012,October,4,Tuesday,,Clear,7,6,1
15744,2012-10-23,2012,October,5,Tuesday,,Clear,50,49,1
15745,2012-10-23,2012,October,6,Tuesday,,Clear,158,152,6
15746,2012-10-23,2012,October,7,Tuesday,,Cloudy,531,519,12
15747,2012-10-23,2012,October,8,Tuesday,,Cloudy,761,733,28
15748,2012-10-23,2012,October,9,Tuesday,,Cloudy,334,305,29
15749,2012-10-23,2012,October,10,Tuesday,,Clear,221,171,50
15750,2012-10-23,2012,October,11,Tuesday,,Clear,253,201,52
15751,2012-10-23,2012,October,12,Tuesday,,Cloudy,378,298,80
15752,2012-10-23,2012,October,13,Tuesday,,Cloudy,303,244,59
15753,2012-10-23,2012,October,14,Tuesday,,Clear,296,229,67
15754,2012-10-23,2012,October,15,Tuesday,,Clear,346,270,76
15755,2012-10-23,2012,October,16,Tuesday,,Clear,541,433,108
15756,2012-10-23,2012,October,17,Tuesday,,Clear,938,871,67
15757,2012-10-23,2012,October,18,Tuesday,,Clear,826,762,64
15758,2012-10-23,2012,October,19,Tuesday,,Clear,482,457,25
15759,2012-10-23,2012,October,20,Tuesday,,Clear,379,334,45
15760,2012-10-23,2012,October,21,Tuesday,,Clear,295,260,35
15761,2012-10-23,2012,October,22,Tuesday,,Clear,194,174,20
15762,2012-10-23,2012,October,23,Tuesday,,Clear,111,102,9
15763,2012-10-24,2012,October,0,Wednesday,,Clear,46,39,7
15764,2012-10-24,2012,October,1,Wednesday,,Clear,27,23,4
15765,2012-10-24,2012,October,2,Wednesday,,Clear,6,6,0
15766,2012-10-24,2012,October,3,Wednesday,,Clear,4,4,0
15767,2012-10-24,2012,October,4,Wednesday,,Clear,6,5,1
15768,2012-10-24,2012,October,5,Wednesday,,Clear,53,52,1
15769,2012-10-24,2012,October,6,Wednesday,,Clear,173,162,11
15770,2012-10-24,2012,October,7,Wednesday,,Clear,526,506,20
15771,2012-10-24,2012,October,8,Wednesday,,Cloudy,801,777,24
15772,2012-10-24,2012,October,9,Wednesday,,Cloudy,373,349,24
15773,2012-10-24,2012,October,10,Wednesday,,Cloudy,171,142,29
15774,2012-10-24,2012,October,11,Wednesday,,Clear,236,189,47
15775,2012-10-24,2012,October,12,Wednesday,,Clear,316,268,48
15776,2012-10-24,2012,October,13,Wednesday,,Clear,306,241,65
15777,2012-10-24,2012,October,14,Wednesday,,Clear,301,237,64
15778,2012-10-24,2012,October,15,Wednesday,,Clear,308,245,63
15779,2012-10-24,2012,October,16,Wednesday,,Clear,532,465,67
15780,2012-10-24,2012,October,17,Wednesday,,Clear,963,876,87
15781,2012-10-24,2012,October,18,Wednesday,,Clear,858,795,63
15782,2012-10-24,2012,October,19,Wednesday,,Cloudy,572,522,50
15783,2012-10-24,2012,October,20,Wednesday,,Cloudy,441,396,45
15784,2012-10-24,2012,October,21,Wednesday,,Cloudy,313,280,33
15785,2012-10-24,2012,October,22,Wednesday,,Cloudy,238,208,30
15786,2012-10-24,2012,October,23,Wednesday,,Cloudy,123,111,12
15787,2012-10-25,2012,October,0,Thursday,,Cloudy,76,57,19
15788,2012-10-25,2012,October,1,Thursday,,Clear,28,22,6
15789,2012-10-25,2012,October,2,Thursday,,Clear,18,15,3
15790,2012-10-25,2012,October,3,Thursday,,Cloudy,8,8,0
15791,2012-10-25,2012,October,4,Thursday,,Cloudy,5,4,1
15792,2012-10-25,2012,October,5,Thursday,,Cloudy,55,53,2
15793,2012-10-25,2012,October,6,Thursday,,Cloudy,171,168,3
15794,2012-10-25,2012,October,7,Thursday,,Cloudy,495,477,18
15795,2012-10-25,2012,October,8,Thursday,,Cloudy,779,746,33
15796,2012-10-25,2012,October,9,Thursday,,Cloudy,343,320,23
15797,2012-10-25,2012,October,10,Thursday,,Cloudy,225,172,53
15798,2012-10-25,2012,October,11,Thursday,,Cloudy,238,181,57
15799,2012-10-25,2012,October,12,Thursday,,Cloudy,319,258,61
15800,2012-10-25,2012,October,13,Thursday,,Cloudy,313,264,49
15801,2012-10-25,2012,October,14,Thursday,,Clear,285,214,71
15802,2012-10-25,2012,October,15,Thursday,,Clear,305,242,63
15803,2012-10-25,2012,October,16,Thursday,,Clear,499,407,92
15804,2012-10-25,2012,October,17,Thursday,,Clear,886,774,112
15805,2012-10-25,2012,October,18,Thursday,,Clear,809,732,77
15806,2012-10-25,2012,October,19,Thursday,,Clear,542,497,45
15807,2012-10-25,2012,October,20,Thursday,,Cloudy,347,319,28
15808,2012-10-25,2012,October,21,Thursday,,Cloudy,271,247,24
15809,2012-10-25,2012,October,22,Thursday,,Cloudy,207,185,22
15810,2012-10-25,2012,October,23,Thursday,,Cloudy,135,122,13
15811,2012-10-26,2012,October,0,Friday,,Cloudy,71,65,6
15812,2012-10-26,2012,October,1,Friday,,Cloudy,36,32,4
15813,2012-10-26,2012,October,2,Friday,,Cloudy,19,15,4
15814,2012-10-26,2012,October,3,Friday,,Cloudy,13,8,5
15815,2012-10-26,2012,October,4,Friday,,Cloudy,5,4,1
15816,2012-10-26,2012,October,5,Friday,,Cloudy,50,47,3
15817,2012-10-26,2012,October,6,Friday,,Cloudy,144,142,2
15818,2012-10-26,2012,October,7,Friday,,Cloudy,421,408,13
15819,2012-10-26,2012,October,8,Friday,,Cloudy,734,714,20
15820,2012-10-26,2012,October,9,Friday,,Cloudy,403,347,56
15821,2012-10-26,2012,October,10,Friday,,Cloudy,197,156,41
15822,2012-10-26,2012,October,11,Friday,,Cloudy,290,222,68
15823,2012-10-26,2012,October,12,Friday,,Cloudy,392,302,90
15824,2012-10-26,2012,October,13,Friday,,Cloudy,337,260,77
15825,2012-10-26,2012,October,14,Friday,,Cloudy,351,252,99
15826,2012-10-26,2012,October,15,Friday,,Cloudy,448,306,142
15827,2012-10-26,2012,October,16,Friday,,Cloudy,582,445,137
15828,2012-10-26,2012,October,17,Friday,,Cloudy,817,692,125
15829,2012-10-26,2012,October,18,Friday,,Cloudy,665,584,81
15830,2012-10-26,2012,October,19,Friday,,Cloudy,471,399,72
15831,2012-10-26,2012,October,20,Friday,,Cloudy,311,271,40
15832,2012-10-26,2012,October,21,Friday,,Cloudy,292,252,40
15833,2012-10-26,2012,October,22,Friday,,Cloudy,217,180,37
15834,2012-10-26,2012,October,23,Friday,,Clear,178,159,19
15835,2012-10-27,2012,October,0,Saturday,,Clear,142,132,10
15836,2012-10-27,2012,October,1,Saturday,,Cloudy,146,123,23
15837,2012-10-27,2012,October,2,Saturday,,Cloudy,90,71,19
15838,2012-10-27,2012,October,3,Saturday,,Clear,26,21,5
15839,2012-10-27,2012,October,4,Saturday,,Cloudy,13,12,1
15840,2012-10-27,2012,October,5,Saturday,,Cloudy,9,7,2
15841,2012-10-27,2012,October,6,Saturday,,Cloudy,31,29,2
15842,2012-10-27,2012,October,7,Saturday,,Clear,86,79,7
15843,2012-10-27,2012,October,8,Saturday,,Clear,213,187,26
15844,2012-10-27,2012,October,9,Saturday,,Clear,328,240,88
15845,2012-10-27,2012,October,10,Saturday,,Clear,479,314,165
15846,2012-10-27,2012,October,11,Saturday,,Clear,585,388,197
15847,2012-10-27,2012,October,12,Saturday,,Clear,668,404,264
15848,2012-10-27,2012,October,13,Saturday,,Clear,760,450,310
15849,2012-10-27,2012,October,14,Saturday,,Clear,750,425,325
15850,2012-10-27,2012,October,15,Saturday,,Cloudy,711,401,310
15851,2012-10-27,2012,October,16,Saturday,,Cloudy,612,355,257
15852,2012-10-27,2012,October,17,Saturday,,Cloudy,618,370,248
15853,2012-10-27,2012,October,18,Saturday,,Cloudy,456,318,138
15854,2012-10-27,2012,October,19,Saturday,,Cloudy,300,233,67
15855,2012-10-27,2012,October,20,Saturday,,Cloudy,296,238,58
15856,2012-10-27,2012,October,21,Saturday,,Cloudy,209,160,49
15857,2012-10-27,2012,October,22,Saturday,,Cloudy,157,116,41
15858,2012-10-27,2012,October,23,Saturday,,Cloudy,167,136,31
15859,2012-10-28,2012,October,0,Sunday,,Light Snow/Rain,117,97,20
15860,2012-10-28,2012,October,1,Sunday,,Cloudy,133,111,22
15861,2012-10-28,2012,October,2,Sunday,,Cloudy,116,99,17
15862,2012-10-28,2012,October,3,Sunday,,Cloudy,79,61,18
15863,2012-10-28,2012,October,4,Sunday,,Cloudy,20,19,1
15864,2012-10-28,2012,October,5,Sunday,,Cloudy,28,22,6
15865,2012-10-28,2012,October,6,Sunday,,Cloudy,39,32,7
15866,2012-10-28,2012,October,7,Sunday,,Cloudy,65,48,17
15867,2012-10-28,2012,October,8,Sunday,,Cloudy,173,118,55
15868,2012-10-28,2012,October,9,Sunday,,Cloudy,330,206,124
15869,2012-10-28,2012,October,10,Sunday,,Cloudy,434,314,120
15870,2012-10-28,2012,October,11,Sunday,,Cloudy,462,352,110
15871,2012-10-28,2012,October,12,Sunday,,Cloudy,491,373,118
15872,2012-10-28,2012,October,13,Sunday,,Cloudy,391,316,75
15873,2012-10-28,2012,October,14,Sunday,,Cloudy,402,304,98
15874,2012-10-28,2012,October,15,Sunday,,Cloudy,301,225,76
15875,2012-10-28,2012,October,16,Sunday,,Light Snow/Rain,293,251,42
15876,2012-10-28,2012,October,17,Sunday,,Light Snow/Rain,225,188,37
15877,2012-10-28,2012,October,18,Sunday,,Light Snow/Rain,154,136,18
15878,2012-10-28,2012,October,19,Sunday,,Light Snow/Rain,54,47,7
15879,2012-10-28,2012,October,20,Sunday,,Light Snow/Rain,55,51,4
15880,2012-10-28,2012,October,21,Sunday,,Light Snow/Rain,46,44,2
15881,2012-10-28,2012,October,22,Sunday,,Light Snow/Rain,37,35,2
15882,2012-10-28,2012,October,23,Sunday,,Light Snow/Rain,14,12,2
15883,2012-10-29,2012,October,0,Monday,,Light Snow/Rain,22,20,2
15884,2012-10-30,2012,October,13,Tuesday,,Light Snow/Rain,116,105,11
15885,2012-10-30,2012,October,14,Tuesday,,Light Snow/Rain,126,118,8
15886,2012-10-30,2012,October,15,Tuesday,,Light Snow/Rain,124,114,10
15887,2012-10-30,2012,October,16,Tuesday,,Light Snow/Rain,98,83,15
15888,2012-10-30,2012,October,17,Tuesday,,Light Snow/Rain,124,105,19
15889,2012-10-30,2012,October,18,Tuesday,,Light Snow/Rain,143,139,4
15890,2012-10-30,2012,October,19,Tuesday,,Cloudy,115,109,6
15891,2012-10-30,2012,October,20,Tuesday,,Cloudy,81,76,5
15892,2012-10-30,2012,October,21,Tuesday,,Cloudy,64,60,4
15893,2012-10-30,2012,October,22,Tuesday,,Clear,66,64,2
15894,2012-10-30,2012,October,23,Tuesday,,Clear,39,36,3
15895,2012-10-31,2012,October,0,Wednesday,,Cloudy,16,16,0
15896,2012-10-31,2012,October,1,Wednesday,,Cloudy,8,8,0
15897,2012-10-31,2012,October,2,Wednesday,,Cloudy,7,7,0
15898,2012-10-31,2012,October,3,Wednesday,,Cloudy,3,3,0
15899,2012-10-31,2012,October,4,Wednesday,,Cloudy,5,5,0
15900,2012-10-31,2012,October,5,Wednesday,,Cloudy,24,24,0
15901,2012-10-31,2012,October,6,Wednesday,,Clear,116,116,0
15902,2012-10-31,2012,October,7,Wednesday,,Cloudy,337,334,3
15903,2012-10-31,2012,October,8,Wednesday,,Clear,621,615,6
15904,2012-10-31,2012,October,9,Wednesday,,Clear,297,280,17
15905,2012-10-31,2012,October,10,Wednesday,,Clear,168,147,21
15906,2012-10-31,2012,October,11,Wednesday,,Cloudy,189,152,37
15907,2012-10-31,2012,October,12,Wednesday,,Clear,241,197,44
15908,2012-10-31,2012,October,13,Wednesday,,Clear,213,191,22
15909,2012-10-31,2012,October,14,Wednesday,,Cloudy,224,179,45
15910,2012-10-31,2012,October,15,Wednesday,,Clear,230,197,33
15911,2012-10-31,2012,October,16,Wednesday,,Cloudy,424,373,51
15912,2012-10-31,2012,October,17,Wednesday,,Cloudy,723,684,39
15913,2012-10-31,2012,October,18,Wednesday,,Cloudy,584,556,28
15914,2012-10-31,2012,October,19,Wednesday,,Cloudy,410,383,27
15915,2012-10-31,2012,October,20,Wednesday,,Cloudy,268,259,9
15916,2012-10-31,2012,October,21,Wednesday,,Cloudy,192,180,12
15917,2012-10-31,2012,October,22,Wednesday,,Clear,165,147,18
15918,2012-10-31,2012,October,23,Wednesday,,Clear,101,94,7
15919,2012-11-01,2012,November,0,Thursday,,Clear,60,52,8
15920,2012-11-01,2012,November,1,Thursday,,Clear,30,22,8
15921,2012-11-01,2012,November,2,Thursday,,Clear,20,10,10
15922,2012-11-01,2012,November,3,Thursday,,Clear,15,10,5
15923,2012-11-01,2012,November,4,Thursday,,Cloudy,10,8,2
15924,2012-11-01,2012,November,5,Thursday,,Clear,40,39,1
15925,2012-11-01,2012,November,6,Thursday,,Clear,148,146,2
15926,2012-11-01,2012,November,7,Thursday,,Cloudy,420,414,6
15927,2012-11-01,2012,November,8,Thursday,,Cloudy,680,668,12
15928,2012-11-01,2012,November,9,Thursday,,Light Snow/Rain,331,310,21
15929,2012-11-01,2012,November,10,Thursday,,Light Snow/Rain,146,133,13
